process.b1.capacity,process.b2.capacity,process.b3.capacity,process.b4.capacity,property.price,property.product,property.winner,verification.time
0,1,1,1,80,5,3,770.75
0,1,1,1,80,5,4,106.3375
0,1,2,0,59,1,0,513.2333333333333
0,1,2,0,59,2,0,1527.53
0,1,2,0,59,4,0,476.3222222222222
0,1,2,0,59,6,0,145.4
0,1,2,0,60,1,0,443.01666666666665
0,1,2,0,60,2,0,1137.465
0,1,2,0,60,4,0,419.8555555555556
0,1,2,0,60,6,0,91.805
0,1,2,0,60,6,2,85.25
0,1,2,0,60,6,3,134.325
0,1,2,0,61,1,0,462.0583333333333
0,1,2,0,61,2,0,1293.665
0,1,2,0,61,4,0,441.8388888888889
0,1,2,0,62,1,0,463.7083333333333
0,1,2,0,62,2,0,1245.215
0,1,2,0,62,4,0,434.75
0,1,2,0,63,1,0,463.075
0,1,2,0,63,2,0,1290.88
0,1,2,0,63,4,0,455.26666666666665
0,1,2,0,64,1,0,389.3
0,1,2,0,64,2,0,991.07
0,1,2,0,64,4,0,362.81111111111113
0,1,2,0,65,1,0,411.825
0,1,2,0,65,2,0,1106.455
0,1,2,0,65,4,0,384.3388888888889
0,1,2,0,66,1,0,398.48333333333335
0,1,2,0,66,2,0,1098.255
0,1,2,0,66,4,0,377.3944444444445
0,1,2,0,67,1,0,428.8333333333333
0,1,2,0,67,2,0,1236.05
0,1,2,0,67,4,0,417.1388888888889
0,1,2,0,68,1,0,395.4583333333333
0,1,2,0,68,2,0,917.335
0,1,2,0,68,4,0,363.25555555555553
0,1,2,0,69,1,0,412.6666666666667
0,1,2,0,69,2,0,1020.25
0,1,2,0,69,3,0,109.71
0,1,2,0,69,4,0,399.27777777777777
0,1,2,0,70,1,0,383.19166666666666
0,1,2,0,70,1,2,412.525
0,1,2,0,70,1,3,455.6166666666667
0,1,2,0,70,2,0,1013.485
0,1,2,0,70,3,0,101.765
0,1,2,0,70,3,2,94.635
0,1,2,0,70,3,3,99.945
0,1,2,0,70,4,0,348.1555555555556
0,1,2,0,70,4,2,375.73333333333335
0,1,2,0,70,4,3,429.93888888888887
0,1,2,0,71,2,0,1123.56
0,1,2,0,72,2,0,1087.23
0,1,2,0,73,2,0,1260.775
0,1,2,0,74,2,0,1203.43
0,1,2,0,75,2,0,1345.56
0,1,2,0,76,2,0,979.395
0,1,2,0,77,2,0,1127.495
0,1,2,0,78,2,0,1113.075
0,1,2,0,79,2,0,1276.795
0,1,2,0,80,2,0,119.28
0,1,2,0,80,2,2,312.645
0,1,2,0,80,2,3,120.82
0,1,2,1,59,1,0,665.2261904761905
0,1,2,1,59,2,0,1716.807142857143
0,1,2,1,59,4,0,585.7870370370371
0,1,2,1,59,6,0,256.54285714285714
0,1,2,1,60,1,0,616.9166666666666
0,1,2,1,60,2,0,1300.9642857142858
0,1,2,1,60,4,0,552.8611111111111
0,1,2,1,60,6,0,92.24285714285716
0,1,2,1,60,6,2,94.55714285714286
0,1,2,1,60,6,3,249.07857142857145
0,1,2,1,60,6,4,228.8428571428572
0,1,2,1,61,1,0,640.5119047619048
0,1,2,1,61,2,0,1411.1642857142858
0,1,2,1,61,4,0,565.7037037037037
0,1,2,1,62,1,0,628.7261904761905
0,1,2,1,62,2,0,1390.7428571428572
0,1,2,1,62,4,0,572.4351851851852
0,1,2,1,63,1,0,628.702380952381
0,1,2,1,63,2,0,1417.6285714285714
0,1,2,1,63,4,0,571.8055555555555
0,1,2,1,64,1,0,560.1428571428571
0,1,2,1,64,2,0,1187.6357142857144
0,1,2,1,64,4,0,497.4074074074074
0,1,2,1,65,1,0,586.3333333333334
0,1,2,1,65,2,0,1317.15
0,1,2,1,65,4,0,519.2037037037037
0,1,2,1,66,1,0,576.3928571428571
0,1,2,1,66,2,0,1299.5285714285717
0,1,2,1,66,4,0,516.675925925926
0,1,2,1,67,1,0,598.5357142857143
0,1,2,1,67,2,0,1455.3785714285714
0,1,2,1,67,4,0,542.074074074074
0,1,2,1,68,1,0,557.4285714285714
0,1,2,1,68,2,0,1113.7214285714283
0,1,2,1,68,4,0,492.25
0,1,2,1,69,1,0,573.9642857142857
0,1,2,1,69,2,0,1208.7785714285717
0,1,2,1,69,3,0,184.72142857142856
0,1,2,1,69,4,0,522.9907407407408
0,1,2,1,69,5,0,763.0944444444444
0,1,2,1,70,1,0,528.5357142857143
0,1,2,1,70,1,2,577.5595238095239
0,1,2,1,70,1,3,630.3571428571429
0,1,2,1,70,1,4,607.7857142857143
0,1,2,1,70,2,0,1209.7214285714283
0,1,2,1,70,3,0,159.65
0,1,2,1,70,3,2,154.2
0,1,2,1,70,3,3,178.55
0,1,2,1,70,3,4,184.57857142857145
0,1,2,1,70,4,0,435.4907407407408
0,1,2,1,70,4,2,468.8703703703704
0,1,2,1,70,4,3,561.6851851851852
0,1,2,1,70,4,4,543.6574074074074
0,1,2,1,70,5,0,758.1166666666667
0,1,2,1,71,2,0,1341.2642857142855
0,1,2,1,71,5,0,762.5222222222222
0,1,2,1,72,2,0,1276.2785714285717
0,1,2,1,72,5,0,744.5611111111111
0,1,2,1,73,2,0,1459.3357142857142
0,1,2,1,73,5,0,727.5666666666667
0,1,2,1,74,2,0,1393.1214285714286
0,1,2,1,74,5,0,748.5722222222222
0,1,2,1,75,2,0,1550.7785714285717
0,1,2,1,75,5,0,735.5444444444445
0,1,2,1,76,2,0,1171.9714285714283
0,1,2,1,76,5,0,740.7777777777778
0,1,2,1,77,2,0,1309.6142857142856
0,1,2,1,77,5,0,734.8444444444444
0,1,2,1,78,2,0,1316.1857142857143
0,1,2,1,78,5,0,736.1833333333333
0,1,2,1,79,2,0,1480.9214285714286
0,1,2,1,79,5,0,742.3444444444444
0,1,2,1,80,2,0,126.50714285714284
0,1,2,1,80,2,2,369.97857142857146
0,1,2,1,80,2,3,130.6642857142857
0,1,2,1,80,2,4,1386.1571428571428
0,1,2,1,80,5,0,102.61666666666666
0,1,2,1,80,5,2,783.3722222222223
0,1,2,1,80,5,3,782.6888888888889
0,1,2,1,80,5,4,105.6
0,2,1,0,59,1,0,522.525
0,2,1,0,59,4,0,466.4625
0,2,1,0,59,6,0,144.525
0,2,1,0,60,1,0,447.9
0,2,1,0,60,4,0,412.4125
0,2,1,0,60,6,0,93.575
0,2,1,0,60,6,2,87.55
0,2,1,0,60,6,3,132.325
0,2,1,0,61,1,0,468.8
0,2,1,0,61,4,0,429.3125
0,2,1,0,62,1,0,476.3
0,2,1,0,62,4,0,431.5625
0,2,1,0,63,1,0,471.675
0,2,1,0,63,4,0,447.0125
0,2,1,0,64,1,0,394.275
0,2,1,0,64,4,0,351.3625
0,2,1,0,65,1,0,410.15
0,2,1,0,65,4,0,379.2375
0,2,1,0,66,1,0,399.35
0,2,1,0,66,4,0,375.925
0,2,1,0,67,1,0,434.025
0,2,1,0,67,4,0,406.8
0,2,1,0,68,1,0,391.625
0,2,1,0,68,4,0,357.725
0,2,1,0,69,1,0,411.95
0,2,1,0,69,3,0,105.425
0,2,1,0,69,4,0,395.3875
0,2,1,0,70,1,0,377.325
0,2,1,0,70,1,2,418.6
0,2,1,0,70,1,3,446.125
0,2,1,0,70,3,0,98.975
0,2,1,0,70,3,2,94.275
0,2,1,0,70,3,3,100.6
0,2,1,0,70,4,0,345.0
0,2,1,0,70,4,2,367.0
0,2,1,0,70,4,3,420.625
0,2,1,1,59,1,0,654.78125
0,2,1,1,59,4,0,570.2708333333334
0,2,1,1,59,6,0,257.1666666666667
0,2,1,1,60,1,0,607.625
0,2,1,1,60,4,0,544.7708333333334
0,2,1,1,60,6,0,92.75
0,2,1,1,60,6,2,95.97222222222224
0,2,1,1,60,6,3,245.36111111111111
0,2,1,1,60,6,4,230.75
0,2,1,1,61,1,0,623.0
0,2,1,1,61,4,0,550.0208333333334
0,2,1,1,62,1,0,620.375
0,2,1,1,62,4,0,551.4375
0,2,1,1,63,1,0,624.25
0,2,1,1,63,4,0,550.0625
0,2,1,1,64,1,0,559.21875
0,2,1,1,64,4,0,488.8958333333333
0,2,1,1,65,1,0,578.25
0,2,1,1,65,4,0,489.4375
0,2,1,1,66,1,0,568.4375
0,2,1,1,66,4,0,486.6458333333333
0,2,1,1,67,1,0,608.3125
0,2,1,1,67,4,0,526.5833333333334
0,2,1,1,68,1,0,560.65625
0,2,1,1,68,4,0,485.8333333333333
0,2,1,1,69,1,0,581.90625
0,2,1,1,69,3,0,177.75
0,2,1,1,69,4,0,512.5208333333334
0,2,1,1,69,5,0,745.525
0,2,1,1,70,1,0,523.40625
0,2,1,1,70,1,2,574.21875
0,2,1,1,70,1,3,609.34375
0,2,1,1,70,1,4,597.875
0,2,1,1,70,3,0,156.94444444444446
0,2,1,1,70,3,2,148.97222222222223
0,2,1,1,70,3,3,172.16666666666666
0,2,1,1,70,3,4,180.72222222222223
0,2,1,1,70,4,0,429.125
0,2,1,1,70,4,2,457.3958333333333
0,2,1,1,70,4,3,563.0625
0,2,1,1,70,4,4,541.4583333333334
0,2,1,1,70,5,0,756.35
0,2,1,1,71,5,0,750.65
0,2,1,1,72,5,0,739.6
0,2,1,1,73,5,0,727.05
0,2,1,1,74,5,0,758.275
0,2,1,1,75,5,0,724.4
0,2,1,1,76,5,0,736.95
0,2,1,1,77,5,0,741.675
0,2,1,1,78,5,0,781.25
0,2,1,1,79,5,0,736.225
0,2,1,1,80,5,0,103.975
0,2,1,1,80,5,2,779.025
0,2,1,1,80,5,3,771.8
0,2,1,1,80,5,4,104.5
0,2,2,0,59,1,0,511.4791666666667
0,2,2,0,59,2,0,1525.9107142857142
0,2,2,0,59,4,0,478.0416666666667
0,2,2,0,59,6,0,144.30357142857142
0,2,2,0,60,1,0,442.25
0,2,2,0,60,2,0,1135.2767857142858
0,2,2,0,60,4,0,413.9375
0,2,2,0,60,6,0,90.44642857142856
0,2,2,0,60,6,2,85.58035714285714
0,2,2,0,60,6,3,134.78571428571428
0,2,2,0,61,1,0,459.8229166666667
0,2,2,0,61,2,0,1283.669642857143
0,2,2,0,61,4,0,438.31944444444446
0,2,2,0,62,1,0,456.28125
0,2,2,0,62,2,0,1246.2857142857142
0,2,2,0,62,4,0,437.1875
0,2,2,0,63,1,0,462.78125
0,2,2,0,63,2,0,1302.4732142857142
0,2,2,0,63,4,0,454.06944444444446
0,2,2,0,64,1,0,387.1354166666667
0,2,2,0,64,2,0,1001.1428571428572
0,2,2,0,64,4,0,358.8611111111111
0,2,2,0,65,1,0,412.0729166666667
0,2,2,0,65,2,0,1101.6607142857142
0,2,2,0,65,4,0,384.40277777777777
0,2,2,0,66,1,0,389.625
0,2,2,0,66,2,0,1109.482142857143
0,2,2,0,66,4,0,384.27777777777777
0,2,2,0,67,1,0,420.5208333333333
0,2,2,0,67,2,0,1233.2767857142858
0,2,2,0,67,4,0,420.5625
0,2,2,0,68,1,0,383.6770833333333
0,2,2,0,68,2,0,910.6964285714286
0,2,2,0,68,4,0,364.56944444444446
0,2,2,0,69,1,0,408.9375
0,2,2,0,69,2,0,1011.9642857142856
0,2,2,0,69,3,0,111.11607142857144
0,2,2,0,69,4,0,394.0763888888889
0,2,2,0,70,1,0,376.8229166666667
0,2,2,0,70,1,2,417.8229166666667
0,2,2,0,70,1,3,448.3645833333333
0,2,2,0,70,2,0,1018.7142857142856
0,2,2,0,70,3,0,103.47321428571428
0,2,2,0,70,3,2,96.51785714285714
0,2,2,0,70,3,3,103.84821428571428
0,2,2,0,70,4,0,344.6458333333333
0,2,2,0,70,4,2,369.9166666666667
0,2,2,0,70,4,3,431.40277777777777
0,2,2,0,71,2,0,1120.4107142857142
0,2,2,0,72,2,0,1082.267857142857
0,2,2,0,73,2,0,1238.5267857142858
0,2,2,0,74,2,0,1198.071428571429
0,2,2,0,75,2,0,1337.205357142857
0,2,2,0,76,2,0,981.2410714285714
0,2,2,0,77,2,0,1129.607142857143
0,2,2,0,78,2,0,1101.482142857143
0,2,2,0,79,2,0,1285.4107142857142
0,2,2,0,80,2,0,116.82142857142856
0,2,2,0,80,2,2,311.9732142857143
0,2,2,0,80,2,3,123.60714285714286
0,2,2,1,59,1,0,678.7037037037037
0,2,2,1,59,2,0,1706.0378787878788
0,2,2,1,59,4,0,583.0763888888889
0,2,2,1,59,6,0,254.7651515151515
0,2,2,1,60,1,0,620.5
0,2,2,1,60,2,0,1310.6818181818182
0,2,2,1,60,4,0,555.9097222222222
0,2,2,1,60,6,0,91.25757575757576
0,2,2,1,60,6,2,93.21212121212122
0,2,2,1,60,6,3,245.25
0,2,2,1,60,6,4,227.28030303030303
0,2,2,1,61,1,0,641.8703703703703
0,2,2,1,61,2,0,1420.0454545454545
0,2,2,1,61,4,0,570.3402777777778
0,2,2,1,62,1,0,638.2129629629629
0,2,2,1,62,2,0,1396.8484848484848
0,2,2,1,62,4,0,574.0902777777778
0,2,2,1,63,1,0,644.0092592592592
0,2,2,1,63,2,0,1436.7954545454545
0,2,2,1,63,4,0,584.3055555555555
0,2,2,1,64,1,0,569.8611111111111
0,2,2,1,64,2,0,1201.8181818181818
0,2,2,1,64,4,0,499.55555555555554
0,2,2,1,65,1,0,596.6203703703703
0,2,2,1,65,2,0,1301.3030303030305
0,2,2,1,65,4,0,524.8055555555555
0,2,2,1,66,1,0,581.6111111111111
0,2,2,1,66,2,0,1301.0530303030305
0,2,2,1,66,4,0,506.97222222222223
0,2,2,1,67,1,0,619.6574074074074
0,2,2,1,67,2,0,1454.280303030303
0,2,2,1,67,4,0,544.1041666666666
0,2,2,1,68,1,0,574.7037037037037
0,2,2,1,68,2,0,1110.780303030303
0,2,2,1,68,4,0,504.1458333333333
0,2,2,1,69,1,0,590.574074074074
0,2,2,1,69,2,0,1224.4166666666667
0,2,2,1,69,3,0,186.20454545454547
0,2,2,1,69,4,0,531.3402777777778
0,2,2,1,69,5,0,756.5833333333334
0,2,2,1,70,1,0,548.7129629629629
0,2,2,1,70,1,2,596.2870370370371
0,2,2,1,70,1,3,636.1111111111111
0,2,2,1,70,1,4,629.2037037037037
0,2,2,1,70,2,0,1214.3257575757575
0,2,2,1,70,3,0,160.17424242424244
0,2,2,1,70,3,2,154.41666666666666
0,2,2,1,70,3,3,176.54545454545453
0,2,2,1,70,3,4,186.8560606060606
0,2,2,1,70,4,0,443.4861111111111
0,2,2,1,70,4,2,478.5208333333333
0,2,2,1,70,4,3,567.4652777777778
0,2,2,1,70,4,4,552.0347222222222
0,2,2,1,70,5,0,762.6388888888889
0,2,2,1,71,2,0,1325.9318181818182
0,2,2,1,71,5,0,760.2013888888889
0,2,2,1,72,2,0,1279.1742424242425
0,2,2,1,72,5,0,746.9652777777778
0,2,2,1,73,2,0,1451.659090909091
0,2,2,1,73,5,0,729.5902777777778
0,2,2,1,74,2,0,1407.871212121212
0,2,2,1,74,5,0,758.2847222222222
0,2,2,1,75,2,0,1557.2045454545455
0,2,2,1,75,5,0,751.1527777777778
0,2,2,1,76,2,0,1185.1515151515152
0,2,2,1,76,5,0,748.1736111111111
0,2,2,1,77,2,0,1322.4924242424242
0,2,2,1,77,5,0,755.9791666666666
0,2,2,1,78,2,0,1335.5454545454545
0,2,2,1,78,5,0,752.4722222222222
0,2,2,1,79,2,0,1494.6363636363635
0,2,2,1,79,5,0,742.2361111111111
0,2,2,1,80,2,0,129.5
0,2,2,1,80,2,2,379.8939393939394
0,2,2,1,80,2,3,133.0530303030303
0,2,2,1,80,2,4,1396.310606060606
0,2,2,1,80,5,0,103.15972222222224
0,2,2,1,80,5,2,786.0694444444445
0,2,2,1,80,5,3,793.3263888888889
0,2,2,1,80,5,4,104.94444444444444
0,3,1,0,59,1,0,537.875
0,3,1,0,59,4,0,472.2083333333333
0,3,1,0,59,6,0,137.875
0,3,1,0,60,1,0,478.125
0,3,1,0,60,4,0,417.375
0,3,1,0,60,6,0,93.25
0,3,1,0,60,6,2,92.5
0,3,1,0,60,6,3,139.125
0,3,1,0,61,1,0,456.875
0,3,1,0,61,4,0,441.2916666666667
0,3,1,0,62,1,0,473.375
0,3,1,0,62,4,0,432.25
0,3,1,0,63,1,0,461.5
0,3,1,0,63,4,0,457.2916666666667
0,3,1,0,64,1,0,387.0
0,3,1,0,64,4,0,353.2916666666667
0,3,1,0,65,1,0,412.125
0,3,1,0,65,4,0,378.125
0,3,1,0,66,1,0,397.0
0,3,1,0,66,4,0,374.6666666666667
0,3,1,0,67,1,0,439.375
0,3,1,0,67,4,0,415.4583333333333
0,3,1,0,68,1,0,400.0
0,3,1,0,68,4,0,366.875
0,3,1,0,69,1,0,416.25
0,3,1,0,69,3,0,113.875
0,3,1,0,69,4,0,393.8333333333333
0,3,1,0,70,1,0,374.625
0,3,1,0,70,1,2,403.0
0,3,1,0,70,1,3,457.5
0,3,1,0,70,3,0,106.25
0,3,1,0,70,3,2,94.0
0,3,1,0,70,3,3,97.0
0,3,1,0,70,4,0,333.0
0,3,1,0,70,4,2,361.0416666666667
0,3,1,0,70,4,3,421.125
0,3,1,1,59,1,0,706.4166666666666
0,3,1,1,59,4,0,595.9166666666666
0,3,1,1,59,6,0,248.08333333333331
0,3,1,1,60,1,0,626.0833333333334
0,3,1,1,60,4,0,554.625
0,3,1,1,60,6,0,92.58333333333331
0,3,1,1,60,6,2,95.66666666666669
0,3,1,1,60,6,3,256.8333333333333
0,3,1,1,60,6,4,225.25
0,3,1,1,61,1,0,672.75
0,3,1,1,61,4,0,551.7083333333334
0,3,1,1,62,1,0,621.8333333333334
0,3,1,1,62,4,0,551.375
0,3,1,1,63,1,0,643.4166666666666
0,3,1,1,63,4,0,581.2916666666666
0,3,1,1,64,1,0,574.6666666666666
0,3,1,1,64,4,0,495.25
0,3,1,1,65,1,0,591.0833333333334
0,3,1,1,65,4,0,502.875
0,3,1,1,66,1,0,580.5
0,3,1,1,66,4,0,512.9583333333334
0,3,1,1,67,1,0,635.3333333333334
0,3,1,1,67,4,0,531.875
0,3,1,1,68,1,0,576.8333333333334
0,3,1,1,68,4,0,491.5833333333333
0,3,1,1,69,1,0,580.8333333333334
0,3,1,1,69,3,0,185.91666666666663
0,3,1,1,69,4,0,511.0833333333333
0,3,1,1,69,5,0,748.1666666666666
0,3,1,1,70,1,0,537.0833333333334
0,3,1,1,70,1,2,592.8333333333334
0,3,1,1,70,1,3,644.9166666666666
0,3,1,1,70,1,4,599.1666666666666
0,3,1,1,70,3,0,156.83333333333334
0,3,1,1,70,3,2,145.75
0,3,1,1,70,3,3,178.0
0,3,1,1,70,3,4,186.08333333333331
0,3,1,1,70,4,0,431.3333333333333
0,3,1,1,70,4,2,456.25
0,3,1,1,70,4,3,533.5833333333334
0,3,1,1,70,4,4,547.2916666666666
0,3,1,1,70,5,0,757.9166666666666
0,3,1,1,71,5,0,755.25
0,3,1,1,72,5,0,730.8333333333334
0,3,1,1,73,5,0,714.9166666666666
0,3,1,1,74,5,0,741.0
0,3,1,1,75,5,0,722.3333333333334
0,3,1,1,76,5,0,704.4166666666666
0,3,1,1,77,5,0,717.5
0,3,1,1,78,5,0,741.8333333333334
0,3,1,1,79,5,0,713.3333333333334
0,3,1,1,80,5,0,102.41666666666669
0,3,1,1,80,5,2,755.6666666666666
0,3,1,1,80,5,3,777.3333333333334
0,3,1,1,80,5,4,103.83333333333331
0,3,2,0,59,1,0,521.6944444444445
0,3,2,0,59,2,0,1517.0833333333333
0,3,2,0,59,4,0,474.6388888888889
0,3,2,0,59,6,0,142.5
0,3,2,0,60,1,0,441.0
0,3,2,0,60,2,0,1159.638888888889
0,3,2,0,60,4,0,411.6111111111111
0,3,2,0,60,6,0,88.69444444444444
0,3,2,0,60,6,2,83.94444444444444
0,3,2,0,60,6,3,133.19444444444446
0,3,2,0,61,1,0,459.6666666666667
0,3,2,0,61,2,0,1291.1666666666667
0,3,2,0,61,4,0,442.2083333333333
0,3,2,0,62,1,0,473.4166666666667
0,3,2,0,62,2,0,1236.0833333333333
0,3,2,0,62,4,0,438.4861111111111
0,3,2,0,63,1,0,475.30555555555554
0,3,2,0,63,2,0,1318.361111111111
0,3,2,0,63,4,0,459.72222222222223
0,3,2,0,64,1,0,390.52777777777777
0,3,2,0,64,2,0,1024.0277777777778
0,3,2,0,64,4,0,354.1666666666667
0,3,2,0,65,1,0,413.1666666666667
0,3,2,0,65,2,0,1109.2777777777778
0,3,2,0,65,4,0,389.30555555555554
0,3,2,0,66,1,0,396.30555555555554
0,3,2,0,66,2,0,1117.138888888889
0,3,2,0,66,4,0,382.7361111111111
0,3,2,0,67,1,0,422.0
0,3,2,0,67,2,0,1228.4722222222222
0,3,2,0,67,4,0,420.09722222222223
0,3,2,0,68,1,0,386.25
0,3,2,0,68,2,0,901.3611111111112
0,3,2,0,68,4,0,365.97222222222223
0,3,2,0,69,1,0,419.3333333333333
0,3,2,0,69,2,0,1015.2777777777778
0,3,2,0,69,3,0,107.02777777777776
0,3,2,0,69,4,0,401.8333333333333
0,3,2,0,70,1,0,376.4166666666667
0,3,2,0,70,1,2,415.1388888888889
0,3,2,0,70,1,3,442.75
0,3,2,0,70,2,0,1009.9166666666666
0,3,2,0,70,3,0,99.41666666666669
0,3,2,0,70,3,2,96.27777777777776
0,3,2,0,70,3,3,99.80555555555556
0,3,2,0,70,4,0,345.8611111111111
0,3,2,0,70,4,2,371.875
0,3,2,0,70,4,3,433.1388888888889
0,3,2,0,71,2,0,1123.6944444444443
0,3,2,0,72,2,0,1067.611111111111
0,3,2,0,73,2,0,1249.5277777777778
0,3,2,0,74,2,0,1189.4444444444443
0,3,2,0,75,2,0,1342.25
0,3,2,0,76,2,0,1001.9444444444443
0,3,2,0,77,2,0,1128.8333333333333
0,3,2,0,78,2,0,1107.888888888889
0,3,2,0,79,2,0,1272.6944444444443
0,3,2,0,80,2,0,119.83333333333331
0,3,2,0,80,2,2,316.5833333333333
0,3,2,0,80,2,3,127.83333333333331
0,3,2,1,59,1,0,688.625
0,3,2,1,59,2,0,1721.236111111111
0,3,2,1,59,4,0,588.4916666666667
0,3,2,1,59,6,0,259.52777777777777
0,3,2,1,60,1,0,630.9166666666666
0,3,2,1,60,2,0,1308.6805555555557
0,3,2,1,60,4,0,550.225
0,3,2,1,60,6,0,90.66666666666669
0,3,2,1,60,6,2,91.625
0,3,2,1,60,6,3,241.76388888888889
0,3,2,1,60,6,4,226.08333333333331
0,3,2,1,61,1,0,645.9722222222222
0,3,2,1,61,2,0,1430.5694444444443
0,3,2,1,61,4,0,566.8166666666667
0,3,2,1,62,1,0,657.125
0,3,2,1,62,2,0,1390.6527777777778
0,3,2,1,62,4,0,574.3916666666667
0,3,2,1,63,1,0,667.4861111111111
0,3,2,1,63,2,0,1448.625
0,3,2,1,63,4,0,585.7666666666667
0,3,2,1,64,1,0,575.9861111111111
0,3,2,1,64,2,0,1195.4166666666667
0,3,2,1,64,4,0,494.675
0,3,2,1,65,1,0,611.1388888888889
0,3,2,1,65,2,0,1303.4722222222222
0,3,2,1,65,4,0,515.975
0,3,2,1,66,1,0,608.9722222222222
0,3,2,1,66,2,0,1314.3194444444443
0,3,2,1,66,4,0,510.90833333333336
0,3,2,1,67,1,0,645.7222222222222
0,3,2,1,67,2,0,1459.6666666666667
0,3,2,1,67,4,0,548.0166666666667
0,3,2,1,68,1,0,590.8472222222222
0,3,2,1,68,2,0,1112.236111111111
0,3,2,1,68,4,0,503.98333333333335
0,3,2,1,69,1,0,614.9861111111111
0,3,2,1,69,2,0,1226.513888888889
0,3,2,1,69,3,0,189.88888888888889
0,3,2,1,69,4,0,530.225
0,3,2,1,69,5,0,757.9166666666666
0,3,2,1,70,1,0,554.0416666666666
0,3,2,1,70,1,2,609.0972222222222
0,3,2,1,70,1,3,642.6527777777778
0,3,2,1,70,1,4,640.75
0,3,2,1,70,2,0,1231.486111111111
0,3,2,1,70,3,0,160.40277777777777
0,3,2,1,70,3,2,152.61111111111111
0,3,2,1,70,3,3,176.68055555555554
0,3,2,1,70,3,4,190.08333333333331
0,3,2,1,70,4,0,444.475
0,3,2,1,70,4,2,474.9666666666666
0,3,2,1,70,4,3,571.8333333333334
0,3,2,1,70,4,4,557.3333333333334
0,3,2,1,70,5,0,760.3611111111111
0,3,2,1,71,2,0,1345.888888888889
0,3,2,1,71,5,0,761.2361111111111
0,3,2,1,72,2,0,1291.125
0,3,2,1,72,5,0,757.0972222222222
0,3,2,1,73,2,0,1480.0277777777778
0,3,2,1,73,5,0,729.4305555555555
0,3,2,1,74,2,0,1425.486111111111
0,3,2,1,74,5,0,747.4583333333334
0,3,2,1,75,2,0,1560.8055555555557
0,3,2,1,75,5,0,756.75
0,3,2,1,76,2,0,1181.1944444444443
0,3,2,1,76,5,0,743.7638888888889
0,3,2,1,77,2,0,1324.9583333333333
